Jwmn5bUvw,朴朴思密达,3982155478,【聚焦天府】四川11月29日新增新型冠状病毒肺炎确诊病例3例O【聚焦天府】四川11月29日新增新型冠状病毒肺炎确诊病例3例​,2020-12-01 00:51,0,0,0,https://weibo.com/3982155478/Jwmn5bUvw?refer_flag=1001030103_
JwmmWx9vg,用户7397070012,7397070012,实时更新|新型冠状病毒肺炎全国疫情地图O实时更新|新冠肺炎疫情地图​,2020-12-01 00:51,0,0,0,https://weibo.com/7397070012/JwmmWx9vg?refer_flag=1001030103_
JwmfRuq3c,愛穿十一號,2753432451,热那亚中场卡萨塔确诊感染新型冠状病毒肺炎。​,2020-12-01 00:33,0,0,0,https://weibo.com/2753432451/JwmfRuq3c?refer_flag=1001030103_
Jwm7EBXjQ,杰锦滔輝,3155559762,截至11月19日24时新型冠状病毒肺炎疫情最新情况O截至11月19日24时新型冠状病毒肺炎疫情最新情况​,2020-12-01 00:13,0,0,0,https://weibo.com/3155559762/Jwm7EBXjQ?refer_flag=1001030103_
Jwm5wwTgk,新疆伊犁新华东路派出所王凯,6971780123,截至11月29日24时新型冠状病毒肺炎疫情最新情况O截至11月29日24时新型冠状病毒肺炎疫情最新情况​,2020-12-01 00:08,0,0,0,https://weibo.com/6971780123/Jwm5wwTgk?refer_flag=1001030103_
Jwm4SnVy4,真知灼见非等闲,3835352730,截至11月29日24时新型冠状病毒肺炎疫情最新情况O截至11月29日24时新型冠状病毒肺炎疫情最新情况​,2020-12-01 00:06,0,0,0,https://weibo.com/3835352730/Jwm4SnVy4?refer_flag=1001030103_
Jwm4s2R7t,浅末风尘,6351849037,#全球疫情#累计确诊超百万的12个国家，单日新增病例都没有低于5千以下的，美国已经连续多日新增都在10万以上，甚至达到过20万，基本属于失控状态。#新型冠状病毒##美国疫情#​,2020-12-01 00:05,0,0,2,https://weibo.com/6351849037/Jwm4s2R7t?refer_flag=1001030103_
Jwn3wgDHH,亦哲chen,1038476427,2020年11月30日浙江省新型冠状病毒肺炎疫情情况​,2020-12-01 02:36,0,0,0,https://weibo.com/1038476427/Jwn3wgDHH?refer_flag=1001030103_
JwokqolLo,CrystalPearl,1456735502,维州今日疫情：过去24小时️新增新型冠状病毒确诊病例。️活跃病例，️未知来源病例。检测量有点少，6874次。#澳大利亚疫情##全球疫情##海外抗疫日记#澳大利亚​​2澳大利亚​,2020-12-01 05:50,1,0,4,https://weibo.com/1456735502/JwokqolLo?refer_flag=1001030103_
Jwoztddzw,用户5655043712,5655043712,截至11月29日24时新型冠状病毒肺炎疫情最新情况O截至11月29日24时新型冠状病毒肺炎疫情最新情况​,2020-12-01 06:27,0,0,0,https://weibo.com/5655043712/Jwoztddzw?refer_flag=1001030103_
