JrNp8C7Yr,a文少侠a,5622870815,【防控新型冠状病毒】佛山南海区疾控中心医生提醒：“三勤”“三主动”时刻记心上O【防控新型冠状病毒】佛山南海区疾控中心医生提醒：“三勤”“三主动”时刻记心上​,2020-11-01 00:29,0,0,0,https://weibo.com/5622870815/JrNp8C7Yr?refer_flag=1001030103_
JrNeK8419,杰锦滔輝,3155559762,截至10月22日24时新型冠状病毒肺炎疫情最新情况O截至10月22日24时新型冠状病毒肺炎疫情最新情况​,2020-11-01 00:03,0,0,0,https://weibo.com/3155559762/JrNeK8419?refer_flag=1001030103_
JrNYkgrOa,朔州广播电视台,5108244203,发布了头条文章：《2020年10月31日山西省新型冠状病毒肺炎疫情情况》O2020年10月31日山西省新型冠状病毒肺炎疫情情况​,2020-11-01 01:55,0,0,0,https://weibo.com/5108244203/JrNYkgrOa?refer_flag=1001030103_
JrOgCCOUF,愛穿十一號,2753432451,利物浦后卫齐米卡斯确诊感染新型冠状病毒肺炎。​,2020-11-01 02:40,0,0,0,https://weibo.com/2753432451/JrOgCCOUF?refer_flag=1001030103_
JrP4wnHC8,搞笑视频编辑配音,6317185758,发布了头条文章：《C罗最新新型冠状病毒检测呈阴性，将重返尤文图斯》OC罗最新新型冠状病毒检测呈阴性，将重返尤文图斯​,2020-11-01 04:43,0,0,1,https://weibo.com/6317185758/JrP4wnHC8?refer_flag=1001030103_
JrOQ4bgk0,惩罚格格巫,7330983717,二零二零年二月五日中国发现了新型冠状病毒国民不能随意出门在家里​,2020-11-01 04:08,0,0,0,https://weibo.com/7330983717/JrOQ4bgk0?refer_flag=1001030103_
JrPs1brVF,用户73092502776688,7309250277,截至10月20日24时新型冠状病毒肺炎疫情最新情况O截至10月20日24时新型冠状病毒肺炎疫情最新情况​,2020-11-01 05:41,0,0,0,https://weibo.com/7309250277/JrPs1brVF?refer_flag=1001030103_
JrPfo63ap,用户73092502776688,7309250277,截至10月20日24时新型冠状病毒肺炎疫情最新情况O截至10月20日24时新型冠状病毒肺炎疫情最新情况​,2020-11-01 05:10,0,0,0,https://weibo.com/7309250277/JrPfo63ap?refer_flag=1001030103_
JrPdo0MOa,CrystalPearl,1456735502,维州今日疫情：️新增新型冠状病毒确诊病例。14天平均新增病例值2.2，未知来源病例数1例。️死亡病例，澳大利亚因新冠肺炎死亡人数累计907例。#十一月##全球疫情##澳大利亚疫情##海外抗疫日记#澳大利亚​​​2澳大利亚​,2020-11-01 05:05,1,0,7,https://weibo.com/1456735502/JrPdo0MOa?refer_flag=1001030103_
JrPX9EqSN,用户7003685392,7003685392,吉林省卫生健康委关于新型冠状病毒肺炎疫情情况通报（2020年10月29日公布）O吉林省卫生健康委关于新型冠状病毒肺炎疫情情况通报（2020年10月29日公布）​,2020-11-01 06:58,0,0,0,https://weibo.com/7003685392/JrPX9EqSN?refer_flag=1001030103_
JrPLZkiPp,用户5655043712,5655043712,截至10月30日24时新型冠状病毒肺炎疫情最新情况O截至10月30日24时新型冠状病毒肺炎疫情最新情况​,2020-11-01 06:31,0,0,0,https://weibo.com/5655043712/JrPLZkiPp?refer_flag=1001030103_
JrQjMnIxV,健康辽宁,2388328355,【#辽宁#新型冠状病毒肺炎疫情情况】2020年10月31日0时至24时，辽宁省无新增新冠肺炎确诊病例，新增境外输入确诊病例治愈出院2例。截至10月31日24时，全省累计报告确诊病例283例（含境外输入59例），治愈出院278例，死亡2例，在院治疗3例。​,2020-11-01 07:54,2,0,2,https://weibo.com/2388328355/JrQjMnIxV?refer_flag=1001030103_
JrQjirthD,辽宁卫生12320,3270933955,【2020年10月31日0时至24时辽宁新型冠状病毒肺炎疫情情况】10月31日0时至24时，辽宁省无新增新冠肺炎确诊病例，新增境外输入确诊病例治愈出院2例。截至10月31日24时，全省累计报告确诊病例283例（含境外输入59例），治愈出院278例，死亡2例，在院治疗3例。​,2020-11-01 07:53,1,0,4,https://weibo.com/3270933955/JrQjirthD?refer_flag=1001030103_
JrQglwQSw,册亨气象局57909,5290788272,"【册亨县气象台】11月1日07时发布早间预报:今天白天全县各地阴天间多云有小雨,今天夜间阴天有小雨,县城气温14～24℃.温馨提示:地势较高地区有雾,外出注意行车安全；常洗手,常消毒,勤通风,勤换气,预防新型冠状病毒肺炎从我做起！​",2020-11-01 07:45,0,0,0,https://weibo.com/5290788272/JrQglwQSw?refer_flag=1001030103_
JrQ9Xnahj,延边发布,3486040040,【延边州关于新型冠状病毒肺炎疫情的通报】2020年10月31日0-24时，延边州无新增新冠肺炎确诊病例报告。​,2020-11-01 07:30,0,0,0,https://weibo.com/3486040040/JrQ9Xnahj?refer_flag=1001030103_
JrQ32w1HH,jtlny,2857850191,截至10月30日24时新型冠状病毒肺炎疫情最新情况O截至10月30日24时新型冠状病毒肺炎疫情最新情况​,2020-11-01 07:13,0,0,0,https://weibo.com/2857850191/JrQ32w1HH?refer_flag=1001030103_
JrPYnwxqc,汽车展馆,2208231720,为了有效抑制新型冠状病毒的传播，隔离自然是最有效的方法，不仅患者需要隔离，普通人为了防止传染也要与人保持一定的距离。可是在漫长的隔离期中，我们终归避免不了外出，那么在这种情况下，如果需要使用交通工具，我们在车内的时候，是否需要佩戴口罩呢？#行车安全##行车贴士#O车内要戴口罩吗？特殊时期空调应如何调节？​,2020-11-01 07:01,148,0,0,https://weibo.com/2208231720/JrPYnwxqc?refer_flag=1001030103_
JrQIrfdmp,用户7515251490,7515251490,吉林省卫生健康委关于新型冠状病毒肺炎疫情情况通报（2020年10月30日公布）O吉林省卫生健康委关于新型冠状病毒肺炎疫情情况通报（2020年10月30日公布）​,2020-11-01 08:55,0,0,0,https://weibo.com/7515251490/JrQIrfdmp?refer_flag=1001030103_
JrQHN1Tkr,韩联社中文网微博,3738708562,【简讯：韩国新增124例新冠确诊病例累计***例】#韩国疫情#韩国中央防疫对策本部1日通报，截至当天0时，韩国较前一天0时新增感染新型冠状病毒（COVID-19）确诊病例**例，累计确诊***例...O网页链接​,2020-11-01 08:53,0,0,1,https://weibo.com/3738708562/JrQHN1Tkr?refer_flag=1001030103_
JrQGP2Nfs,通化发布,3488212132,吉林省卫生健康委关于新型冠状病毒肺炎疫情情况通报（2020年11月1日公布）O吉林省卫生健康委关于新型冠状病毒肺炎疫情情况通报（2020年11月1日公布）​,2020-11-01 08:51,0,0,0,https://weibo.com/3488212132/JrQGP2Nfs?refer_flag=1001030103_
JrQGqck9N,微博财经7X24小时,6788499283,四川省卫健委：10月31日0-24时，四川新增新型冠状病毒肺炎确诊病例1例（境外输入，10月29日自希腊乘机抵蓉，10月31日确诊），新增治愈出院病例1例，无新增疑似病例，无新增死亡病例。O网页链接​,2020-11-01 08:50,0,0,0,https://weibo.com/6788499283/JrQGqck9N?refer_flag=1001030103_
JrQFxxjwT,写小说手记,1653230230,【明镜】编自@任鹏霄：今年年初的时候，德国《明镜周刊》一篇文章写道：“中国想要消灭这次的新型冠状病毒，需要的药方不是什么西医疫苗，也不是中医草药，而是自由和民主。”现在听这句话，是不是有种“恍若隔世”的感觉？@余秀华：一个人就是一片荒原，偶尔有房客，有雷声，有春暖花开。​,2020-11-01 08:47,0,0,0,https://weibo.com/1653230230/JrQFxxjwT?refer_flag=1001030103_
JrR7cBFjV,厦门日报,1765891182,"#厦门防控新型冠状病毒肺炎#【#厦门#新增境外输入确诊病例1例,为马来西亚输入】10月31日0—24时，福建省报告新增境外输入确诊病例1例,为马来西亚输入（厦门市报告）。当日报告新增境外输入疑似病例0例。当日报告新增境外输入无症状感染者0例，解除隔离1例。O网页链接​",2020-11-01 09:56,1,0,0,https://weibo.com/1765891182/JrR7cBFjV?refer_flag=1001030103_
JrR6KyuKJ,晓凯之恋,1761106341,【#突发新闻##英国或再次封锁全国#当地时间10月31日，英国首相鲍里斯·约翰逊宣布，英格兰11月5日起再次全面封锁，至12月2日结束。#新型冠状病毒#】L晓凯之恋的微博视频​,2020-11-01 09:54,0,0,0,https://weibo.com/1761106341/JrR6KyuKJ?refer_flag=1001030103_
JrR6g4a7M,老六196408,7004672954,截至10月31日24时新型冠状病毒肺炎疫情最新情况O截至10月31日24时新型冠状病毒肺炎疫情最新情况​,2020-11-01 09:53,0,0,0,https://weibo.com/7004672954/JrR6g4a7M?refer_flag=1001030103_
JrR5TiSrT,CrystalPearl,1456735502,昆士兰州最新数据：过去24小时新增1⃣️例新型冠状病毒确诊病例，累计确诊1172例。为海外返澳人士。#全球疫情##英格兰将进入第二次全面封锁##澳大利亚疫情##海外抗疫日记#澳大利亚​​​2澳大利亚​,2020-11-01 09:52,1,0,6,https://weibo.com/1456735502/JrR5TiSrT?refer_flag=1001030103_
JrR5J1Lme,云上襄阳,2202830423,襄阳市新型冠状病毒肺炎疫情通报（285）2020年10月31日0时至24时，全市新增新冠肺炎确诊病例0例，新增疑似病例0例，新增出院病例0例，新增死亡病例0例。O网页链接​,2020-11-01 09:52,0,0,0,https://weibo.com/2202830423/JrR5J1Lme?refer_flag=1001030103_
JrR3ay4uE,不喔2017,6218330998,无牌无调瞎哼哼2896.九月十六（新型冠状病毒）展望在位谋其政，旁观未必清。俱到面面大，行稳当小心。集中本不易，分散如炊熏。翻船艄公多，把舵只一人。​,2020-11-01 09:46,0,0,1,https://weibo.com/6218330998/JrR3ay4uE?refer_flag=1001030103_
JrSen39KG,老爷们海阔天空_9,6555026443,【防控新型冠状病毒】广州天河员村街：排查中高风险地区来穗人员落实常态化防控策略O【防控新型冠状病毒】广州天河员村街：排查中高风险地区来穗人员落实常态化防控策略​,2020-11-01 12:46,0,0,0,https://weibo.com/6555026443/JrSen39KG?refer_flag=1001030103_
JrScVgDgR,中国军视网,5461853682,【#美军福特号航母多人感染新冠病毒#】根据美国媒体报道，“福特”号航母上的多名舰员感染了新冠病毒，这一说法得到了美国官员的证实。但相关部门人员拒绝透露具体感染人数，称“只有少数舰员”被诊断出感染了新型冠状病毒。#国防军事早报##国防军事频道#L中国军视网的微博视频​,2020-11-01 12:42,14,13,51,https://weibo.com/5461853682/JrScVgDgR?refer_flag=1001030103_
JrS6HDr5h,梓桐佳音,1878456047,截至10月31日24时新型冠状病毒肺炎疫情最新情况O截至10月31日24时新型冠状病毒肺炎疫情最新情况​,2020-11-01 12:27,0,0,0,https://weibo.com/1878456047/JrS6HDr5h?refer_flag=1001030103_
JrS6EF0GS,qingchuanyuebo,2363032927,截至10月31日24时新型冠状病毒肺炎疫情最新情况O截至10月31日24时新型冠状病毒肺炎疫情最新情况​,2020-11-01 12:27,0,0,0,https://weibo.com/2363032927/JrS6EF0GS?refer_flag=1001030103_
JrS5MgIAf,不喔2017,6218330998,无牌无调瞎哼哼2896.九月十六（新型冠状病毒）展望在位谋其政，旁观未必清。俱到面面大，行稳当小心。集中本不易，分散如炊熏。翻船艄公多，把舵只一人。​​​2成都·金堂县​,2020-11-01 12:25,0,0,0,https://weibo.com/6218330998/JrS5MgIAf?refer_flag=1001030103_
JrS4oBeUs,广西北部湾之声,2745590800,我发表了头条文章:《2020年10月31日广西新型冠状病毒肺炎疫情况》O2020年10月31日广西新型冠状病毒肺炎疫情况​,2020-11-01 12:21,0,0,0,https://weibo.com/2745590800/JrS4oBeUs?refer_flag=1001030103_
JrS4hxZaj,用户5dm26udv1s,1009092462,截至10月31日24时新型冠状病毒肺炎疫情最新情况O截至10月31日24时新型冠状病毒肺炎疫情最新情况​,2020-11-01 12:21,0,0,0,https://weibo.com/1009092462/JrS4hxZaj?refer_flag=1001030103_
JrSFzFRS2,余杭发布,3080997970,【2020年11月1日浙江省新型冠状病毒肺炎疫情情况】10月31日0-24时，无新增确诊病例。截至31日24时，累计报告确诊病例1286例（境外输入病例67例）。​,2020-11-01 13:53,1,0,0,https://weibo.com/3080997970/JrSFzFRS2?refer_flag=1001030103_
JrSAdhv1W,琴琴阳光,3879331768,天津市卫生健康委员会官网(2O2O年11月1日发布)2O2O年11月1日天津市新型冠状病毒肺炎疫情情况L琴琴阳光的微博视频​,2020-11-01 13:40,0,0,0,https://weibo.com/3879331768/JrSAdhv1W?refer_flag=1001030103_
JrStpCnei,圆眼睛要逃跑,2367685330,『扎染』女儿说她染出的是星空，老父亲说她染的是新型冠状病毒2无锡·田园东方蜜桃村​,2020-11-01 13:23,0,0,1,https://weibo.com/2367685330/JrStpCnei?refer_flag=1001030103_
JrSpilki8,直视人生路,1440456365,吉林省卫生健康委关于新型冠状病毒肺炎疫情情况通报（2020年11月1日公布）O吉林省卫生健康委关于新型冠状病毒肺炎疫情情况通报（2020年11月1日公布）​,2020-11-01 13:13,0,0,0,https://weibo.com/1440456365/JrSpilki8?refer_flag=1001030103_
JrSnRE5zn,超锅锅不是帅锅,2300608481,吉林省卫生健康委关于新型冠状病毒肺炎疫情情况通报（2020年11月1日公布）O吉林省卫生健康委关于新型冠状病毒肺炎疫情情况通报（2020年11月1日公布）​,2020-11-01 13:09,0,0,0,https://weibo.com/2300608481/JrSnRE5zn?refer_flag=1001030103_
JrSmvcYTF,健康资阳官微,6317686515,#2020年10月31日资阳市新型冠状病毒肺炎疫情情况#截至10月31日24时，我市累计报告新型冠状病毒肺炎确诊病例4例（治愈出院4例），无疑似病例。尚在医学观察的本地报告病例密切接触者0人，已解除医学观察的本地报告病例密切接触者454人。​​​,2020-11-01 13:06,0,0,0,https://weibo.com/6317686515/JrSmvcYTF?refer_flag=1001030103_
JrSmcdS5t,愛穿十一號,2753432451,热那亚中场贝赫拉米确诊感染新型冠状病毒肺炎。​,2020-11-01 13:05,0,0,0,https://weibo.com/2753432451/JrSmcdS5t?refer_flag=1001030103_
JrSjUaqet,AsahiShimbun中文网,3173216505,#热门重播##新型冠状病毒##世界卫生组织##感染者##欧洲#【中国以外死者及感染者人数超中国欧洲占6成】世界卫生组织（WHO）于16日公布，关于新型冠状病毒的感染者与死者，除最初确认感染的中国以外，其他国家及地区总数已经超过中国人数……O网页链接（原文载于2020年3月18日）​,2020-11-01 13:00,0,0,1,https://weibo.com/3173216505/JrSjUaqet?refer_flag=1001030103_
JrT5xjd8w,宁灵,1603143252,欧美新型冠状病毒肺炎疫情播报O网页链接​,2020-11-01 14:57,0,0,0,https://weibo.com/1603143252/JrT5xjd8w?refer_flag=1001030103_
JrT5vuvKi,守望者_1988,3438934730,【防控新型冠状病毒】广州天河员村街：排查中高风险地区来穗人员落实常态化防控策略O【防控新型冠状病毒】广州天河员村街：排查中高风险地区来穗人员落实常态化防控策略​,2020-11-01 14:57,0,0,0,https://weibo.com/3438934730/JrT5vuvKi?refer_flag=1001030103_
JrSZ43J7V,雾竹云歌,5882490835,【防控新型冠状病毒】佛山南海区疾控中心医生提醒：“三勤”“三主动”时刻记心上O【防控新型冠状病毒】佛山南海区疾控中心医生提醒：“三勤”“三主动”时刻记心上​,2020-11-01 14:41,0,0,0,https://weibo.com/5882490835/JrSZ43J7V?refer_flag=1001030103_
JrSXzvWAc,内江市卫生健康委,5629521180,我市新型冠状病毒肺炎疫情最新情况（11月1日发布）10月31日0-24时，我市无新增新型冠状病毒肺炎确诊病例。截至10月31日24时，我市累计报告确诊病例22例，累计治愈出院22例；无疑似病例。目前，尚在集中隔离医学观察人员8人。​,2020-11-01 14:37,0,0,0,https://weibo.com/5629521180/JrSXzvWAc?refer_flag=1001030103_
